"元";"moto ; gen ; yuan";"asal; sumber, basis; dasar; akar, penyebab, bahan; basis; mencampur; stok, sisi (seseorang); lokasi (seseorang), biaya awal (atau modal, pokok, dll.), (tanaman) akar; (pohon) batang, bagian pertama waka, penghitung untuk bilah rumput, batang pohon, dll., dan untuk elang (di elang), pegangan (sumpit, kuas, dll.); pegangan ; tidak diketahui (misalnya dalam persamaan), elemen (dari suatu himpunan), yuan (satuan moneter Tiongkok), Dolar Taiwan baru, Dinasti Yuan (Tiongkok; 1271-1368); Dinasti Yuan; Dinasti Mongol ; mantan; mantan-; masa lalu; satu kali, waktu sebelumnya; masa lalu; keadaan sebelumnya, sebelumnya; semula; sebelum"
"啇";"moto ; nemoto ; yawa.ragu ; teki ; chaku ; seki";"tangkai, batang, kaki, pangkal"
"門";"mon ; kado ; to";"gerbang, cabang pembelajaran berdasarkan ajaran satu master, divisi; filum, penghitung meriam ; pintu (khususnya gaya Jepang), rana; penutup jendela, pintu masuk (ke rumah), menyempit"
"矢";"ya ; sa";"panah, baji; sesak"
"已";"ya.mu ; sude.ni ; nomi ; hanahada";"sudah; selesai; berhenti"
"疒";"ya.mu ; daku ; nyaku ; sou ; jou ; shitsu";"penyakit tertinggal, sakit radikal (no. 104)"
"山";"yama ; san ; zan ; mure";"gunung; bukit, tambang (misalnya tambang batu bara), timbunan; tumpukan, mahkota (dari topi); benang (dari sekrup); tapak (dari ban); bagian yang menonjol dari suatu benda; bagian tinggi, klimaks; puncak; titik kritis, tebak; spekulasi; perjudian, kasus pidana; kejahatan, pendakian gunung, pelampung festival (khususnya yang dipasang dengan tombak dekoratif), dek (kartu remi di atas meja, menghadap ke bawah, dari mana kartu diambil); tumpukan, dinding; ubin dinding, kuil; pekarangan kuil, liar ; gunung, Gunung"
"夕";"yuu ; shaku";"malam ; shaku; satuan volume tradisional, kira-kira. 18 ml, shaku; satuan luas tradisional, kira-kira. 0,033 meter persegi"
"弓";"yumi ; kyuu ; tarashi";"busur (senjata), panahan, busur (untuk biola, dll.) ; busur (dan anak panah), satuan jarak ke sasaran panahan (kira-kira enam kaki), satuan jarak untuk survei tanah (kira-kira delapan kaki) ; busur (dan anak panah; khususnya seorang bangsawan)"
"世";"yo ; sei";"dunia; masyarakat; kehidupan publik; seumur hidup, usia; zaman; periode; masa; generasi, memerintah; aturan, waktu, dunia (keberadaan) ; penghitung untuk generasi, zaman"
"予";"yo";"SAYA"
"用";"you";"bisnis; tugas; keterlibatan, penggunaan; tujuan, untuk penggunaan...; digunakan untuk...; dibuat untuk..., panggilan alam; pengeluaran"
"里";"ri ; sato";"liga Jepang; ri; satuan jarak Jepang kuno, kira-kira. 3,927 km atau 2,44 mil, lingkungan (di bawah sistem ritsuryo; asal 50 rumah), satuan luas (kira-kira 654m kali 654m) ; desa; dusun, pedesaan, rumah (orang tua, dll.); kampung halaman, asal usul seseorang; pendidikan seseorang; masa lalu seseorang"
"良";"ryou";"baik (kualitas, kondisi, dll.), Baik (kelas); B"
"殳";"rumata";"kanji radikal 79 di kanan"
"厶";"watakushi ; goza.ru ; bou ; mu";"Saya sendiri, katakana mu radikal (no. 28)"
"卩";"warifu";"kanji "segel" radikal (radikal 26)"
"歹";"gachi ; tai";"tulang telanjang, buruk, salah, radikal kematian (n. 78)"
"冂";"kei";"radikal kotak terbalik (no. 13)"
"彡";"sen";"tiga, hiasan rambut, rambut pendek atau bulu radikal (no. 59)"
"爿";"sou";"kata radikal sebelah kiri (no. 90)"
"屯";"ton ; tamuro ; tamura";"ton (sekarang biasanya satu metrik ton, misalnya 1.000kg); ton ; mengumpulkan; tempat berkumpulnya orang, kantor polisi; kamp; barak"
"灬";"ka";"api, radikal api (no. 86)"
"宀";"men";"berbentuk mahkota, katakana u radikal (no. 40)"
"頁";"peeji ; oogai";"halaman ; kanji "cangkang besar" radikal"
